source_path,label,action,reason,output_path,duplicate_of,image_format,width,height,sha256,dhash,entropy,edge_density,frame_count
data\raw\descending_triangle\descending_triangle_0208.png,descending_triangle,quarantine,exact_duplicate_cross_label,data\quarantine\exact_duplicate_cross_label\descending_triangle\descending_triangle_0208.png,data\raw\ascending_triangle\ascending_triangle_0241.png,,,,8203c11e157061b0675831268520983c9b60d538b31bfb3204293aac9d043a1c,,,,
data\raw\descending_triangle\descending_triangle_0209.png,descending_triangle,quarantine,exact_duplicate_cross_label,data\quarantine\exact_duplicate_cross_label\descending_triangle\descending_triangle_0209.png,data\raw\ascending_triangle\ascending_triangle_0243.png,,,,a0d25661ba2718644b2b90ab2eff6f12fd93168ab20cac241b781c80b1eb2916,,,,
data\raw\descending_triangle\descending_triangle_0210.png,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0155.png,,png,914,587,0b07d6f9b2cb9f82883f6b948663d3033d40533f06e855c4a4d924b43e92e425,000081c86899040e,0.43694090632637306,0.02836444498435774,1
data\raw\descending_triangle\descending_triangle_0211.png,descending_triangle,quarantine,exact_duplicate_cross_label,data\quarantine\exact_duplicate_cross_label\descending_triangle\descending_triangle_0211.png,data\raw\bearish_triangle\bearish_triangle_0237.png,,,,70ebca368c145143f88db07f0dee73acdb0a04b987cb5ef02622c3f42e0265e0,,,,
data\raw\descending_triangle\descending_triangle_0212.png,descending_triangle,quarantine,too_small,data\quarantine\too_small\descending_triangle\descending_triangle_0212.png,,png,300,147,c0437bc5362d196e2fc13e6ea11206204c1776511914be5dd73051fd260ddf26,8c8c474ba9286a2a,1.7572385532135417,0.13718980925703617,1
data\raw\descending_triangle\descending_triangle_0213.jpg,descending_triangle,quarantine,exact_duplicate_cross_label,data\quarantine\exact_duplicate_cross_label\descending_triangle\descending_triangle_0213.jpg,data\raw\ascending_triangle\ascending_triangle_0250.jpg,,,,0326629ce9877fbf0d6ae382c2e5d32120406305f79410481651ac32396aae20,,,,
data\raw\descending_triangle\descending_triangle_0214.png,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0156.png,,png,643,478,a1c8fcb073b3aafaba78b7fdbd7cf14ca88e45ec3e015e5f75bb436ddfeea47b,c4e0d8dccc040c0c,0.28180094302011993,0.02410459319629776,1
data\raw\descending_triangle\descending_triangle_0215.jpg,descending_triangle,quarantine,bad_aspect_ratio,data\quarantine\bad_aspect_ratio\descending_triangle\descending_triangle_0215.jpg,,jpg,683,219,40f51fe4445469118e14631a155e16d9ba9682f9864eb0dd3e963a300e547de4,b389cdc4c4acb8a5,2.4950536152309395,0.07714615345994659,1
data\raw\descending_triangle\descending_triangle_0216.jpg,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0157.png,,jpg,720,374,3114f93558772f2e241ce9f11a64fe42d454d8f40b17016b30beb298aed065e3,9824aacd9c9e6b81,1.8137349672142986,0.04277380203418266,1
data\raw\descending_triangle\descending_triangle_0217.png,descending_triangle,quarantine,exact_duplicate_cross_label,data\quarantine\exact_duplicate_cross_label\descending_triangle\descending_triangle_0217.png,data\raw\bearish_triangle\bearish_triangle_0240.png,,,,185a5146f8692a5d0a0c984442c4d79f15b065cc372527639e5c7c3964310b13,,,,
data\raw\descending_triangle\descending_triangle_0218.jpg,descending_triangle,quarantine,exact_duplicate_cross_label,data\quarantine\exact_duplicate_cross_label\descending_triangle\descending_triangle_0218.jpg,data\raw\bearish_triangle\bearish_triangle_0172.jpg,,,,5913bb86a377e45718cc8124af34663c855611d120b758f6fdf3f67cf77cb6fd,,,,
data\raw\descending_triangle\descending_triangle_0219.jpg,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0158.png,,jpg,1000,1500,99a0bbad52dbe88092ef6c1364ca24bb7a4f85e11185ab5f60199469c17ae1d8,68d9902ccee373b3,2.0540084395818723,0.04484362091503268,1
data\raw\descending_triangle\descending_triangle_0220.jpg,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0159.png,,jpg,736,552,8ae0247c7492f7087a7f78eedef4dcdc9ec04207f59112336ba60c994b8575d1,d8e89349e8b4b649,3.43709270771976,0.037762733283294415,1
data\raw\descending_triangle\descending_triangle_0221.jpg,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0160.png,,jpg,1500,1600,a7a2b3871e3ef3acbc6765c7a6d4d0ecfefdeb764a1979e7ad6a108ed4b8cce4,686098c8f1982c60,1.9984194702444753,0.01869551633986928,1
data\raw\descending_triangle\descending_triangle_0222.jpg,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0161.png,,jpg,600,386,bd4c021a2516ee2763ba367028bee7187ea9fbda31fb03f00556194099d56a3a,070f0f9393c70f03,4.638145963020643,0.0180557079481188,1
data\raw\descending_triangle\descending_triangle_0223.jpg,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0162.png,,jpg,600,386,262007f0975a6b4ec2d864b1617768de3e45ef09894795c12665eb606e44f1de,0b43d1c9d5c0410f,4.928629610456442,0.01513479968844187,1
data\raw\descending_triangle\descending_triangle_0224.png,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0163.png,,png,1024,546,ff4768e345fd6a676a514dda87722625b351616d6a3034448cca6c2ad213f82d,c060184e44840a8c,2.4266805662504627,0.020436136193259357,1
data\raw\descending_triangle\descending_triangle_0225.png,descending_triangle,quarantine,exact_duplicate_cross_label,data\quarantine\exact_duplicate_cross_label\descending_triangle\descending_triangle_0225.png,data\raw\ascending_triangle\ascending_triangle_0263.png,,,,9ff9a988b11ed36672dd68d921e10a328130fddf66b210ff37a82eb5664d8555,,,,
data\raw\descending_triangle\descending_triangle_0226.png,descending_triangle,quarantine,exact_duplicate_cross_label,data\quarantine\exact_duplicate_cross_label\descending_triangle\descending_triangle_0226.png,data\raw\ascending_triangle\ascending_triangle_0264.png,,,,3e16f649920b8d73d5d8cf2aca696c7778e462a02800210b6e2cb72e95637034,,,,
data\raw\descending_triangle\descending_triangle_0227.jpg,descending_triangle,quarantine,exact_duplicate_cross_label,data\quarantine\exact_duplicate_cross_label\descending_triangle\descending_triangle_0227.jpg,data\raw\ascending_triangle\ascending_triangle_0266.jpg,,,,30347c66cc731f5e821b2989853b3c9f38141dbec4eac661efae18c9e4e39f68,,,,
data\raw\descending_triangle\descending_triangle_0228.png,descending_triangle,quarantine,exact_duplicate_cross_label,data\quarantine\exact_duplicate_cross_label\descending_triangle\descending_triangle_0228.png,data\raw\bearish_triangle\bearish_triangle_0267.png,,,,1dc2c42f57b3b843071ea1d7107c7a26f055f338333adda226e302761f592d20,,,,
data\raw\descending_triangle\descending_triangle_0229.webp,descending_triangle,quarantine,exact_duplicate_cross_label,data\quarantine\exact_duplicate_cross_label\descending_triangle\descending_triangle_0229.webp,data\raw\bullish_triange\bullish_triange_0247.webp,,,,0dbfd184692d33c5cd7e176fc5e8723bf7dddf8f694cad75af4d9924c23108e3,,,,
data\raw\descending_triangle\descending_triangle_0230.webp,descending_triangle,quarantine,exact_duplicate_cross_label,data\quarantine\exact_duplicate_cross_label\descending_triangle\descending_triangle_0230.webp,data\raw\ascending_triangle\ascending_triangle_0267.webp,,,,1a57da32b97c80fd58d2c0734836afeb3058c68e61fb398bacb97f8f219d64ef,,,,
data\raw\descending_triangle\descending_triangle_0231.png,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0164.png,,png,1024,550,6763a6284874ab1027ce29869c7c8a3b012a8d4d7c0f6aca1a34cb8fd11cc0c9,0581b1486c0e4648,1.1165418807774532,0.03694515235071301,1
data\raw\descending_triangle\descending_triangle_0232.jpg,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0165.png,,jpg,1800,1200,1e87feddb8c6b2602fdb7d5ee2a9a72ecb8cfb9d591438ceaae7c6ff2d8361ea,c91a50ccc0d4d463,5.504514707194242,0.015888013798111836,1
data\raw\descending_triangle\descending_triangle_0233.jpg,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0166.png,,jpg,1200,800,e0256f5797afffc9a489a22b2a555f6a3a44e9c672412b26ae7f7dc9ac92d77f,c5993567752b4905,5.050781243750078,0.03435281045751634,1
data\raw\descending_triangle\descending_triangle_0234.jpg,descending_triangle,quarantine,exact_duplicate_cross_label,data\quarantine\exact_duplicate_cross_label\descending_triangle\descending_triangle_0234.jpg,data\raw\ascending_triangle\ascending_triangle_0274.jpg,,,,2f722e5bd5b9a47425c78ef700ad2b52b4f7a5ee2d4b3384df0bd040a4c9fca2,,,,
data\raw\descending_triangle\descending_triangle_0235.png,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0167.png,,png,1405,749,b2cc77e50317621a580bce6a32c67af7414a5cb16a0c59ea6e31325ee68a9f26,01818346d0790901,0.3946178384549855,0.029860359482869213,1
data\raw\descending_triangle\descending_triangle_0236.png,descending_triangle,quarantine,too_small,data\quarantine\too_small\descending_triangle\descending_triangle_0236.png,,png,240,135,21b6e35daab3cf3be253f3c8fc34e3dc4dfab9f0d76af1816746c3670c5cc700,60282490880c8616,1.0191418856210228,0.06629920116194626,1
data\raw\descending_triangle\descending_triangle_0237.jpg,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0168.png,,jpg,1200,675,ba8ef0027db5292185af74b2135b542299bb9bc5187d8c6bbe33bdddc38b1727,f0f2ca8c8c869692,6.632032302481926,0.08644924715565239,1
data\raw\descending_triangle\descending_triangle_0238.webp,descending_triangle,quarantine,exact_duplicate_cross_label,data\quarantine\exact_duplicate_cross_label\descending_triangle\descending_triangle_0238.webp,data\raw\ascending_triangle\ascending_triangle_0277.webp,,,,ad2f0ae398148ac9809bc889e84577dba04d1ae67e4e3bc6156252a770de24be,,,,
data\raw\descending_triangle\descending_triangle_0239.webp,descending_triangle,quarantine,exact_duplicate_cross_label,data\quarantine\exact_duplicate_cross_label\descending_triangle\descending_triangle_0239.webp,data\raw\ascending_triangle\ascending_triangle_0278.webp,,,,41d8e46b4a414e2587a460b60a0ccd80ff838e39189bd933d585af2b289adfbf,,,,
data\raw\descending_triangle\descending_triangle_0240.png,descending_triangle,quarantine,exact_duplicate_cross_label,data\quarantine\exact_duplicate_cross_label\descending_triangle\descending_triangle_0240.png,data\raw\ascending_triangle\ascending_triangle_0279.png,,,,10febbc9f6d0ff1ead3d04ed6feca5000e09daad2c561075eaed10d8f1a29860,,,,
data\raw\descending_triangle\descending_triangle_0241.png,descending_triangle,quarantine,exact_duplicate_cross_label,data\quarantine\exact_duplicate_cross_label\descending_triangle\descending_triangle_0241.png,data\raw\ascending_triangle\ascending_triangle_0280.png,,,,77930b551ad412a52057fc0770a1c762368e00c1fd1f7210c460f9d747fb276e,,,,
data\raw\descending_triangle\descending_triangle_0242.png,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0169.png,,png,2732,1420,4b6c75373968f5f5de07d55740afc132bcda9e88124fda5a3f9a3dbc56ed9372,a2c2b2968aaae682,2.588717024251837,0.011036940645971544,1
data\raw\descending_triangle\descending_triangle_0243.png,descending_triangle,quarantine,exact_duplicate_cross_label,data\quarantine\exact_duplicate_cross_label\descending_triangle\descending_triangle_0243.png,data\raw\ascending_triangle\ascending_triangle_0281.png,,,,6629ea8a2ab3861798e8a3186818ae924be32a3791166e2f7a1ab60d5bf107ec,,,,
data\raw\descending_triangle\descending_triangle_0244.png,descending_triangle,quarantine,exact_duplicate_cross_label,data\quarantine\exact_duplicate_cross_label\descending_triangle\descending_triangle_0244.png,data\raw\ascending_triangle\ascending_triangle_0282.png,,,,2a75f647758419adf1b2122082a65e0f4207fd2b49d4d0da605d6281d13e3267,,,,
data\raw\descending_triangle\descending_triangle_0245.png,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0170.png,,png,1024,478,0cf720d2065a111c8b9a17293dd106429a71f60be1690b148eba9a8da6fb9366,b6b60492b62c0000,0.624384739320947,0.030891838953154484,1
data\raw\descending_triangle\descending_triangle_0246.png,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0171.png,,png,1942,1106,211d765b626f5ce0b68c1e1f7bc18630fdedf2b7fd31702b0a240bd716e497de,b0b2968aca92c1ab,3.395501088056141,0.03896777420637264,1
data\raw\descending_triangle\descending_triangle_0247.webp,descending_triangle,quarantine,exact_duplicate_cross_label,data\quarantine\exact_duplicate_cross_label\descending_triangle\descending_triangle_0247.webp,data\raw\ascending_triangle\ascending_triangle_0265.webp,,,,2a8d0d21bfe92c2df13320ca24406ead3a7a51f1fc27dc9f9f6376cef0d563df,,,,
data\raw\descending_triangle\descending_triangle_0248.jpg,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0172.png,,jpg,1244,594,1f8b2548b8f1c8156a42d3e691d23ea52a6d6a15d1bd69fd121faa963decf48f,323c1e12010180c4,1.6867389487141018,0.021140736112995114,1
data\raw\descending_triangle\descending_triangle_0249.jpg,descending_triangle,quarantine,exact_duplicate_cross_label,data\quarantine\exact_duplicate_cross_label\descending_triangle\descending_triangle_0249.jpg,data\raw\bearish_triangle\bearish_triangle_0294.jpg,,,,b97f2ac707c11cda9fa576579937df34b2ecd908eae703e6932f99122bcb2e01,,,,
data\raw\descending_triangle\descending_triangle_0250.jpg,descending_triangle,quarantine,perceptual_duplicate,data\quarantine\perceptual_duplicate\descending_triangle\descending_triangle_0250.jpg,data\raw\descending_triangle\descending_triangle_0075.jpg,jpg,736,1104,db4503f39c8648d14a888d2e6023a3d11fee71e7bf57e5058924bad76521f6f9,2d6d4eb36d2f6323,2.0629552031935914,0.03845224043855097,1
data\raw\descending_triangle\descending_triangle_0251.png,descending_triangle,quarantine,exact_duplicate_cross_label,data\quarantine\exact_duplicate_cross_label\descending_triangle\descending_triangle_0251.png,data\raw\ascending_triangle\ascending_triangle_0289.png,,,,d4440406aa737d506437536eb234382e64a290a02100cd7b8bcee614f14ff55b,,,,
data\raw\descending_triangle\descending_triangle_0252.jpg,descending_triangle,quarantine,exact_duplicate_cross_label,data\quarantine\exact_duplicate_cross_label\descending_triangle\descending_triangle_0252.jpg,data\raw\ascending_triangle\ascending_triangle_0290.jpg,,,,836158b4dbc1ff42e5c495c1016f52f546302e1e006b9e605ba76b22578fb8df,,,,
data\raw\descending_triangle\descending_triangle_0253.jpg,descending_triangle,quarantine,exact_duplicate_cross_label,data\quarantine\exact_duplicate_cross_label\descending_triangle\descending_triangle_0253.jpg,data\raw\ascending_triangle\ascending_triangle_0291.jpg,,,,4aa7b371d56a61f798b8596c9e3c1cba2faaf6b2150bf6102d3dca52a301db86,,,,
data\raw\descending_triangle\descending_triangle_0254.png,descending_triangle,quarantine,exact_duplicate_cross_label,data\quarantine\exact_duplicate_cross_label\descending_triangle\descending_triangle_0254.png,data\raw\ascending_triangle\ascending_triangle_0270.png,,,,4e4d10f4e1af8c9c567fc41396258ad6b27e30d036f65df8e3da58ebde222b03,,,,
data\raw\descending_triangle\descending_triangle_0255.png,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0173.png,,png,832,467,8864a07953cc38ff640adc09c006c6a091f846f8efd79f0333a335d9f9b63d7c,9858f8d9cda8908c,1.545903424726249,0.07271379767522229,1
data\raw\descending_triangle\descending_triangle_0256.png,descending_triangle,quarantine,exact_duplicate_cross_label,data\quarantine\exact_duplicate_cross_label\descending_triangle\descending_triangle_0256.png,data\raw\ascending_triangle\ascending_triangle_0293.png,,,,549967e14eeb90425aee647c0825a3ea5cafb1fe6645811ca4de541e3d6fb8cf,,,,
data\raw\descending_triangle\descending_triangle_0257.png,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0174.png,,png,1024,517,ea6eeb0ad1ab64c0d324b5e6cf55faf3dfbc919af925e5f58580de34bdae2989,c8d3136624889820,1.4049278206922065,0.022888725727234802,1
data\raw\descending_triangle\descending_triangle_0258.jpg,descending_triangle,quarantine,exact_duplicate_cross_label,data\quarantine\exact_duplicate_cross_label\descending_triangle\descending_triangle_0258.jpg,data\raw\ascending_triangle\ascending_triangle_0285.jpg,,,,170094815301267b7c9577b0af18a6bb8c3311838d096f84a95732b7a35d1016,,,,
data\raw\descending_triangle\descending_triangle_0259.jpg,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0175.png,,jpg,1280,1052,a45273955ea4fc208d18192e93edec23eef0fbea4d2df998a67644c2fd5fa8c0,05d6d4a9b07988a6,3.633423354901473,0.027823831707112504,1
data\raw\descending_triangle\descending_triangle_0260.jpg,descending_triangle,quarantine,exact_duplicate_cross_label,data\quarantine\exact_duplicate_cross_label\descending_triangle\descending_triangle_0260.jpg,data\raw\ascending_triangle\ascending_triangle_0269.jpg,,,,b1bd114f97889da8ee5a1c7c376293bb880ee36f0c8d4c39ac6a1ecf8eabb0f2,,,,
data\raw\descending_triangle\descending_triangle_0261.jpg,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0176.png,,jpg,573,372,fd137c8ff957649b44c50646f7c432c3f5f5976cc8ad78b6d4e68d6194641e9c,4a101290e84c4612,3.0968542323806667,0.08163787986999488,1
data\raw\descending_triangle\descending_triangle_0262.webp,descending_triangle,quarantine,exact_duplicate_cross_label,data\quarantine\exact_duplicate_cross_label\descending_triangle\descending_triangle_0262.webp,data\raw\bearish_triangle\bearish_triangle_0306.webp,,,,71116717f526f0cbc4f517f1bb6c8e7af8b2edda8881972cd8333430fa3dbbce,,,,
data\raw\descending_triangle\descending_triangle_0263.jpg,descending_triangle,quarantine,exact_duplicate_cross_label,data\quarantine\exact_duplicate_cross_label\descending_triangle\descending_triangle_0263.jpg,data\raw\ascending_triangle\ascending_triangle_0294.jpg,,,,08a5251bc835eb03cdbdfab31f07db2b48519e899acb717dfbd8be586eb9ffcd,,,,
data\raw\descending_triangle\descending_triangle_0264.jpg,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0177.png,,jpg,1024,538,899d90c4635d9f0116b3e5b8540c264f04e44d0b6bab720fb48be71efa53e0f9,6319191d85c3939b,4.415341643723035,0.02184703211558787,1
data\raw\descending_triangle\descending_triangle_0265.jpg,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0178.png,,jpg,1280,720,22b4325867e12ad5af716537a75ba073dababd9a6218d0499b8d3fd2813699fb,7030303079717171,3.650764664755901,0.008818852975217865,1
data\raw\descending_triangle\descending_triangle_0266.png,descending_triangle,quarantine,exact_duplicate_cross_label,data\quarantine\exact_duplicate_cross_label\descending_triangle\descending_triangle_0266.png,data\raw\ascending_triangle\ascending_triangle_0299.png,,,,bfdbae7f86cb820c187b1d6ee7b3f162c97e8331da28d3ba29db776d1c1474c1,,,,
data\raw\descending_triangle\descending_triangle_0267.png,descending_triangle,quarantine,perceptual_duplicate,data\quarantine\perceptual_duplicate\descending_triangle\descending_triangle_0267.png,data\raw\descending_triangle\descending_triangle_0114.png,png,1307,862,56f58d25a3012f2833dcdf63c3df8d096b39a2251f86b0078e781c2aec781df0,65f292f4d496e9e9,1.0098233008193573,0.021881647316819176,1
data\raw\descending_triangle\descending_triangle_0268.png,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0179.png,,png,1503,842,63cc8be01ffe0a095ca813393b1ae4ba4a9254243c413b3fb2a8b0ebd6f495fd,72539884e1619919,1.4041871240932235,0.05514371719201127,1
data\raw\descending_triangle\descending_triangle_0269.png,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0180.png,,png,1755,917,3ac62f536c1022a3e4a2158b9ea5ebd12eb194cb9b03f10c1d90adc17d8669c5,da8c8ec2d29a8e4c,1.231323161844689,0.05506100102118662,1
data\raw\descending_triangle\descending_triangle_0270.jpg,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0181.png,,jpg,980,477,938ecf471cff6016944ae5fa3b2f82b7e3673a0feec7fad2ffe33a8de78f5fd8,3326c1479638c888,2.463174500753023,0.0374440593847602,1
data\raw\descending_triangle\descending_triangle_0271.jpg,descending_triangle,quarantine,perceptual_duplicate,data\quarantine\perceptual_duplicate\descending_triangle\descending_triangle_0271.jpg,data\raw\descending_triangle\descending_triangle_0023.jpg,jpg,980,477,21e91b43e76ee96fd749a44848716846bf24eaf4d4517bc4c3bfa5c1b8b650cf,170626068b3b326e,4.069504918944489,0.04716783988228415,1
data\raw\descending_triangle\descending_triangle_0272.png,descending_triangle,quarantine,exact_duplicate_cross_label,data\quarantine\exact_duplicate_cross_label\descending_triangle\descending_triangle_0272.png,data\raw\ascending_triangle\ascending_triangle_0188.png,,,,3c62d030a02755746582e0a8694116ce44c37e8ca497a855df3b8d92f249381c,,,,
data\raw\descending_triangle\descending_triangle_0273.png,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0182.png,,png,932,550,52af468fe520183c2b352c369a096bb2ac1991975c3fa6658ab6db074e485f7b,c6203210250e9cac,1.6404654701593224,0.043726630098000964,1
data\raw\descending_triangle\descending_triangle_0274.png,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0183.png,,png,932,550,889680ffa35111687a821ebb0f5698df2a5aeef2a9e32b7b2d4cf1f1427b8263,c262323beece426c,3.725548456129127,0.04281454025230849,1
data\raw\descending_triangle\descending_triangle_0275.png,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0184.png,,png,932,550,ce53eeab134fa5b8506a25fdf070d5e67702be07d76220bd595b915aa0860152,c0129a8bb6174a12,3.8027277200491096,0.04207439198855508,1
data\raw\descending_triangle\descending_triangle_0276.png,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0185.png,,png,932,550,300eed980a0390d949932a029551d410b83f345c0d06028a3a009deee3f6c3ef,d20e8c8e6252589a,3.6502612114024595,0.045858040133728094,1
data\raw\descending_triangle\descending_triangle_0277.png,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0186.png,,png,932,550,dfee527f58a70b38a2ff0ed3e59b2b05a05504196b4838ae18c01816d217ab5a,c8624a0a3e36321a,3.577455324864214,0.04214775883041473,1
data\raw\descending_triangle\descending_triangle_0278.webp,descending_triangle,quarantine,perceptual_duplicate,data\quarantine\perceptual_duplicate\descending_triangle\descending_triangle_0278.webp,data\raw\descending_triangle\descending_triangle_0035.webp,webp,1024,516,d4f7c53d8a348f837b7c0155d7cfdeba54eb3b677c7dd496e1ee13c36c9d02fd,6203032b33038fcc,3.851037053663589,0.02706355419469144,1
data\raw\descending_triangle\descending_triangle_0279.png,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0187.png,,png,932,550,5c2b7c825a29b750761fc983ce70582c298293637d381a15e594fbb9376ee516,0d4cc1d1f9a99115,1.6952343527131262,0.04962888924590515,1
data\raw\descending_triangle\descending_triangle_0280.png,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0188.png,,png,932,550,5f891e63886d4ae5fa4d5681b862d42471a6d301552d10dd902c17b82b5a4711,07b3a4a595b1c7cc,1.8838266336027039,0.06558888557373789,1
data\raw\descending_triangle\descending_triangle_0281.png,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0189.png,,png,932,550,4aa30bf02e7cfc3d37725057fd9ba54dd356eaec5530d86d527e13c0bca71c1f,e612488abe2ecc0d,4.598303119577053,0.07538911967440116,1
data\raw\descending_triangle\descending_triangle_0282.png,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0190.png,,png,932,550,6117749c24cba653dcb5bf2f724e657cb4b5f3fbeb4515d419986db0108b2aa2,d818586e4e8d88f8,1.127526222831541,0.037406508916481146,1
data\raw\descending_triangle\descending_triangle_0283.png,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0191.png,,png,932,550,91b5bd04c978a87be0f44ce8ea1ec24e823c31f62b187d1593fb995775f9f314,924abca696624282,3.1520529625315135,0.025019248276759005,1
data\raw\descending_triangle\descending_triangle_0284.png,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0192.png,,png,932,550,a4cc08bb975e5edd8f4fe9367266f99fb76cdca219179852a192219e4c78734c,902970d8cc462654,4.6286904255525085,0.04989681975013962,1
data\raw\descending_triangle\descending_triangle_0285.png,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0193.png,,png,932,550,eb5e8079c29526587e6dd74d4ef19c14ca2743d88d0a93cda29a18bc6047eef3,d2125a1e8616d8de,3.6178172325098252,0.04195682908356476,1
data\raw\descending_triangle\descending_triangle_0286.png,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0194.png,,png,932,550,056ca2d1f93f46169bb7b7330ff6065b6077baa70cec755f00c0f65233ca6f6e,f806cc26521a42a2,3.488410546911027,0.041571473380612484,1
data\raw\descending_triangle\descending_triangle_0287.png,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0195.png,,png,932,550,756af2804b0502a90ba4d6524de04af566fa389a9cb69d26478a6d8e31453832,46c638792ac5244c,5.3545054591945895,0.07224738931858346,1
data\raw\descending_triangle\descending_triangle_0288.png,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0196.png,,png,932,550,b30a91d5d5d25ba214d6ee41ebf9402422c2dcec7da4189dc43bd0cc0bc3b2e8,4a0d8e4975d19c84,5.236010815894504,0.08288852677239447,1
data\raw\descending_triangle\descending_triangle_0289.png,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0197.png,,png,932,550,d34de9b6165e753eb4d9c4944176bfb2d1e93c889fa065c86586ff93c000c27a,6a2c0e164a030102,0.9042754142663093,0.021523857611714214,1
data\raw\descending_triangle\descending_triangle_0290.png,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0198.png,,png,932,550,ee26764e89b80c01de484daa5ba840c36faa084c40f047da4915ac10901457ad,9604160e0600100c,0.9796637247650539,0.028978525471835243,1
data\raw\descending_triangle\descending_triangle_0291.png,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0199.png,,png,932,550,f6331923138349fd5e5e870dd9d572ed3d57753fb19d3124d82e5ec2428ae7d7,0101a3c951f50123,0.8632802006104247,0.04059320802062534,1
data\raw\descending_triangle\descending_triangle_0292.png,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0200.png,,png,932,550,720c232a536acd082783a264fbf9112a24846364e50f3a5a0619745f8b4d3165,016160e5e1451115,2.483784205342603,0.047154927206934275,1
data\raw\descending_triangle\descending_triangle_0293.png,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0201.png,,png,932,550,9803614bab94f07a9f29163edd7c128d115aed2e99935e283523db44e5132ee8,0808044a0aa1686b,4.98496742809157,0.020023310611798368,1
data\raw\descending_triangle\descending_triangle_0294.png,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0202.png,,png,932,550,459ab5d11e7ccc6d3f85dfaff3577bcb5bd51bc17b94cc3c16c7ec4744b6af94,a29a161f6e8c0a16,2.0060574153520894,0.03070840696793739,1
data\raw\descending_triangle\descending_triangle_0295.png,descending_triangle,quarantine,exact_duplicate_cross_label,data\quarantine\exact_duplicate_cross_label\descending_triangle\descending_triangle_0295.png,data\raw\ascending_triangle\ascending_triangle_0329.png,,,,43bd54c987603d849038684eac13eeeba861b51e1903d9d366fae1cbea6c0fa4,,,,
data\raw\descending_triangle\descending_triangle_0296.png,descending_triangle,keep,kept,data\processed\clean\descending_triangle\descending_triangle_0203.png,,png,1810,920,5ee42db12be90395f7aaebaa712f16e459e16079ee347298b73c072bf01dc8ca,90889888ca0c0c80,0.24433292847895682,0.012943053416418214,1
